"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF151453   ","8","yes","","","1"
"AF151453   ","9","yes","","","1"
"AF151453   ","10","na","","","1"
"AF151453   ","11","yes","","","1"
"AF151453   ","12","yes","","","1"
"AF151453   ","13","yes","","","1"
"AF151453   ","14","yes","","","1"
"AF151453   ","15","yes","","","1"
"AF151453   ","16","yes","","","1"
"AF151453   ","17","yes","","","1"
"AF151453   ","18","yes","","","1"
"AF151453   ","19","yes","","","1"
"AF151453   ","20","yes","","","1"
"AF151453   ","21","yes","","","1"
"AF151453   ","22","no","2015-11-06","A revised list of business and pecuniary interests is currently being compiled which will be published on individual academies websites.  This action is due to be completed and published by Friday 6th November 2015.  We have amended our forms to include other interests Directors have.","1"
"AF151453   ","23","yes","","","1"
"AF151453   ","24","yes","","","1"
"AF151453   ","25","yes","","","1"
"AF151453   ","26","yes","","","1"
"AF151453   ","27","no","2015-12-05","The MAC has a set of Accounting policies.  Amendments are currently being made in reference to receipting after feedback from the individual academies.  The Audit committee will make the proposal to ratify the revised polices at the next Board of directors meeting on the 5th December 2015.","1"
"AF151453   ","28","yes","","","1"
"AF151453   ","29","yes","","","1"
"AF151453   ","30","yes","","","1"
"AF151453   ","31","yes","","","1"
"AF151453   ","32","yes","","","1"
"AF134174   ","1","yes","","","1"
"AF134174   ","2","yes","","","1"
"AF134174   ","3","yes","","","1"
"AF134174   ","4","yes","","","1"
"AF134174   ","5","yes","","","1"
"AF134174   ","6","yes","","","1"
"AF134174   ","7","yes","","","1"
"AF134174   ","8","yes","","","1"
"AF134174   ","9","yes","","","1"
"AF134174   ","10","na","","","1"
"AF134174   ","11","yes","","","1"
"AF134174   ","12","yes","","","1"
"AF134174   ","13","yes","","","1"
"AF134174   ","14","yes","","","1"
"AF134174   ","15","yes","","","1"
"AF134174   ","16","yes","","","1"
"AF134174   ","17","yes","","","1"
"AF134174   ","18","yes","","","1"
"AF134174   ","19","yes","","","1"
"AF134174   ","20","yes","","","1"
"AF134174   ","21","yes","","","1"
"AF134174   ","22","yes","","","1"
"AF134174   ","23","yes","","","1"
"AF134174   ","24","yes","","","1"
"AF134174   ","25","yes","","","1"
"AF134174   ","26","yes","","","1"
"AF134174   ","27","yes","","","1"
"AF134174   ","28","yes","","","1"
"AF134174   ","29","no","2015-11-23","Being aware of the demands on trustees time Minsthorpe Academy Trust have an independant accountant who comes in 3 times a year to review and audit financial procedures according to EFA guidelines.  His report  is presented to the resources committee and full governing body termly.","1"
"AF134174   ","30","yes","","","1"
"AF134174   ","31","yes","","","1"
"AF134174   ","32","yes","","","1"
"AF156333   ","1","yes","","","1"
"AF156333   ","2","yes","","","1"
"AF156333   ","3","yes","","","1"
"AF156333   ","4","yes","","","1"
"AF156333   ","5","yes","","","1"
"AF156333   ","6","yes","","","1"
"AF156333   ","7","yes","","","1"
"AF156333   ","8","yes","","","1"
"AF156333   ","9","yes","","","1"
"AF156333   ","10","na","","","1"
"AF156333   ","11","yes","","","1"
"AF156333   ","12","yes","","","1"
"AF156333   ","13","yes","","","1"
"AF156333   ","14","yes","","","1"
"AF156333   ","15","yes","","","1"
"AF156333   ","16","yes","","","1"
"AF156333   ","17","yes","","","1"
"AF156333   ","18","yes","","","1"
"AF156333   ","19","yes","","","1"
"AF156333   ","20","yes","","","1"
"AF156333   ","21","yes","","","1"
"AF156333   ","22","yes","","","1"
"AF156333   ","23","yes","","","1"
"AF156333   ","24","yes","","","1"
"AF156333   ","25","yes","","","1"
"AF156333   ","26","yes","","","1"
"AF156333   ","27","yes","","","1"
"AF156333   ","28","yes","","","1"
"AF156333   ","29","yes","","","1"
"AF156333   ","30","yes","","","1"
"AF156333   ","31","yes","","","1"
"AF156333   ","32","yes","","","1"
"AF156342   ","1","yes","","","1"
"AF156342   ","2","yes","","","1"
"AF156342   ","3","yes","","","1"
"AF156342   ","4","yes","","","1"
"AF156342   ","5","yes","","","1"
"AF156342   ","6","yes","","","1"
"AF156342   ","7","no","2016-04-01","The Trust currently only has 1 school  it has contracted an interim pt Director of Business & Operations.  Their responsibilities include those required of a CFO and additional support is provided by the school and accountancy service.  plans are in place to increase the role as more schools join","1"
"AF156342   ","8","no","2015-12-10","overarching scheme in place.  finance scheme reviewed and levels agreed.  Trust board will approve on 9 December and it will be put in place from 10 December.  Full discussion with the school have taken place and they are clear on scheme requirements","1"
"AF156342   ","9","no","2016-02-01","Armthorpes budget requires an in year deficit arrangement which will be covered by cash reserves in order to balance.  This has been agreed by the board with a requirement to have a balanced budget for 2016/7 & taking appropriate action to achieve.  Plans to be submitted for board approval in spring","1"
"AF156342   ","10","yes","","","1"
"AF156342   ","11","yes","","","1"
"AF156342   ","12","yes","","","1"
"AF156342   ","13","yes","","","1"
"AF156342   ","14","yes","","","1"
"AF156342   ","15","yes","","","1"
"AF156342   ","16","yes","","","1"
"AF156342   ","17","yes","","","1"
"AF156342   ","18","yes","","","1"
"AF156342   ","19","yes","","","1"
"AF156342   ","20","yes","","","1"
"AF156342   ","21","yes","","","1"
"AF156342   ","22","yes","","","1"
"AF156342   ","23","yes","","","1"
"AF156342   ","24","yes","","","1"
"AF156342   ","25","yes","","","1"
"AF156342   ","26","yes","","","1"
"AF156342   ","27","yes","","","1"
"AF156342   ","28","yes","","","1"
"AF156342   ","29","yes","","","1"
"AF156342   ","30","yes","","","1"
"AF156342   ","31","yes","","","1"
"AF156342   ","32","yes","","","1"
"AF156683   ","1","no","2015-11-30","Each individual academy has its own Principal.
The eight schools form the Multi-Academy Company.
All schools & Principals are equal.
There isn't an Executive Principal or CEO in the model.
There is a Principal Ctte, 5 Core Ctte, Board of Directors
The target has been set but it is not relevant.","1"
"AF156683   ","2","yes","","","1"
"AF156683   ","3","yes","","","1"
"AF156683   ","4","no","2016-01-31","Much of the above is in place, however we are currently tidying up our operating procedures further to tighten the measures to prevent losses or misuse and to ensure that all of our financial systems (not just our main accounts) have appropriate separation of duties","1"
"AF156683   ","5","yes","","","1"
"AF156683   ","6","yes","","","1"
"AF156683   ","7","yes","","","1"
"AF156683   ","8","yes","","","1"
"AF156683   ","9","yes","","","1"
"AF156683   ","10","na","","","1"
"AF156683   ","11","no","2015-11-30","The Board notified the EFA via email and the forecast was completed on the 20th October and minuted on the 21st October 2015 by the full Board of Directors.","1"
"AF156683   ","12","no","2016-01-31","The Board of Directors are aware of considerations when making investments and a policy is in now in process to meet requirements.","1"
"AF156683   ","13","yes","","","1"
"AF156683   ","14","yes","","","1"
"AF156683   ","15","no","2016-05-30","The plans for all eight schools will be completed in the next six months by our newly appointed Head of Finance who started with the MAC on 8.11.15.  ","1"
"AF156683   ","16","no","2016-01-30","This is in progress. 
Policies are in place and a risk register is being compiled.
This is an agenda item with key actions to complete for next meeting in December 2015.","1"
"AF156683   ","17","yes","","","1"
"AF156683   ","18","yes","","","1"
"AF156683   ","19","yes","","","1"
"AF156683   ","20","yes","","","1"
"AF156683   ","21","yes","","","1"
"AF156683   ","22","no","2015-12-30","A website is operational and the information is currently being populated.
www.romeromac.com","1"
"AF156683   ","23","yes","","","1"
"AF156683   ","24","yes","","","1"
"AF156683   ","25","yes","","","1"
"AF156683   ","26","yes","","","1"
"AF156683   ","27","yes","","","1"
"AF156683   ","28","yes","","","1"
"AF156683   ","29","yes","","","1"
"AF156683   ","30","no","2015-12-30","The engagement of a Responsible Officer is currently in process by our newly appointed Head of Finance along with support from the Board and the Audit Committee.
","1"
"AF156683   ","31","yes","","","1"
"AF156683   ","32","yes","","","1"
"AF161202   ","1","yes","","","1"
"AF161202   ","2","yes","","","1"
"AF161202   ","3","yes","","","1"
"AF161202   ","4","yes","","","1"
"AF161202   ","5","yes","","","1"
"AF161202   ","6","yes","","","1"
"AF161202   ","7","yes","","","1"
"AF161202   ","8","yes","","","1"
"AF161202   ","9","yes","","","1"
"AF161202   ","10","na","","","1"
"AF161202   ","11","yes","","","1"
"AF161202   ","12","yes","","","1"
"AF161202   ","13","yes","","","1"
"AF161202   ","14","yes","","","1"
"AF161202   ","15","no","2016-01-27","An initial plan will go to the next board January 2016 and the risk has been noted. Meanwhile, the academy has been given details of the RPA arrangements with contact telephone numbers and should  issues arise, the business manager or head will contact the MAT Business Manager or CEO. ","1"
"AF161202   ","16","yes","","","1"
"AF161202   ","17","yes","","","1"
"AF161202   ","18","yes","","","1"
"AF161202   ","19","yes","","","1"
"AF161202   ","20","yes","","","1"
"AF161202   ","21","yes","","","1"
"AF161202   ","22","no","2015-11-27","The website is new and the register was omitted in error by the web designer. It will be published on the website by the end of November 2015, the document is with the web designer.","1"
"AF161202   ","23","yes","","","1"
"AF161202   ","24","yes","","","1"
"AF161202   ","25","yes","","","1"
"AF161202   ","26","yes","","","1"
"AF161202   ","27","no","2016-01-31","The MAT has agreed depreciation rates with the external auditor which were included in the Finance Policy and Procedures. Further items will be agreed with auditor.","1"
"AF161202   ","28","yes","","","1"
"AF161202   ","29","yes","","","1"
"AF161202   ","30","no","2015-12-15","The Board agreed that the Finance and Audit Committee may procure internal audit services for reviews of financials controls, separate to the external audit.","1"
"AF161202   ","31","no","2015-12-15","The actual programme will be determined by the Finance and Audit Committee on 15th December 2016, along with the outcome of the procurement for internal audit services.","1"
"AF161202   ","32","yes","","","1"
"AF161834   ","1","yes","","","1"
"AF161834   ","2","yes","","","1"
"AF161834   ","3","yes","","","1"
"AF161834   ","4","yes","","","1"
"AF161834   ","5","yes","","","1"
"AF161834   ","6","yes","","","1"
"AF161834   ","7","yes","","","1"
"AF161834   ","8","yes","","","1"
"AF161834   ","9","yes","","","1"
"AF161834   ","10","na","","","1"
"AF161834   ","11","yes","","","1"
"AF161834   ","12","yes","","","1"
"AF161834   ","13","yes","","","1"
"AF161834   ","14","yes","","","1"
"AF161834   ","15","yes","","","1"
"AF161834   ","16","yes","","","1"
"AF161834   ","17","yes","","","1"
"AF161834   ","18","yes","","","1"
"AF161834   ","19","yes","","","1"
"AF161834   ","20","yes","","","1"
"AF161834   ","21","yes","","","1"
"AF161834   ","22","yes","","","1"
"AF161834   ","23","yes","","","1"
"AF161834   ","24","yes","","","1"
"AF161834   ","25","yes","","","1"
"AF161834   ","26","yes","","","1"
"AF161834   ","27","yes","","","1"
"AF161834   ","28","yes","","","1"
"AF161834   ","29","yes","","","1"
"AF161834   ","30","yes","","","1"
"AF161834   ","31","yes","","","1"
"AF161834   ","32","yes","","","1"
"AF164062   ","1","yes","","","1"
"AF164062   ","2","yes","","","1"
"AF164062   ","3","yes","","","1"
"AF164062   ","4","yes","","","1"
"AF164062   ","5","yes","","","1"
"AF164062   ","6","yes","","","1"
"AF164062   ","7","yes","","","1"
"AF164062   ","8","yes","","","1"
"AF164062   ","9","yes","","","1"
"AF164062   ","10","na","","","1"
"AF164062   ","11","yes","","","1"
"AF164062   ","12","no","2016-01-21","In place  for approval on January 21st 2016","1"
"AF164062   ","13","yes","","","1"
"AF164062   ","14","yes","","","1"
"AF164062   ","15","no","2016-01-21","To be submitted at next Trustees meeting","1"
"AF164062   ","16","no","2016-01-21","Key risks have been assessed and dealt with. Detailed version by 21st Jan.","1"
"AF164062   ","17","yes","","","1"
"AF164062   ","18","yes","","","1"
"AF164062   ","19","yes","","","1"
"AF164062   ","20","yes","","","1"
"AF164062   ","21","yes","","","1"
"AF164062   ","22","no","2015-12-31","New site with information to be published by 31.12.15","1"
"AF164062   ","23","yes","","","1"
"AF164062   ","24","yes","","","1"
"AF164062   ","25","yes","","","1"
"AF164062   ","26","yes","","","1"
"AF164062   ","27","yes","","","1"
"AF164062   ","28","yes","","","1"
"AF164062   ","29","yes","","","1"
"AF164062   ","30","yes","","","1"
"AF164062   ","31","no","2016-01-21","Draw up risk register and discuss with Auditors in time to submit to Trustees meeting on 21 January 2016
","1"
"AF164062   ","32","yes","","","1"
"AF164434   ","1","yes","","","1"
"AF164434   ","2","yes","","","1"
"AF164434   ","3","yes","","","1"
"AF164434   ","4","yes","","","1"
"AF164434   ","5","yes","","","1"
"AF164434   ","6","yes","","","1"
"AF164434   ","7","yes","","","1"
"AF164434   ","8","yes","","","1"
"AF164434   ","9","yes","","","1"
"AF164434   ","10","na","","","1"
"AF164434   ","11","yes","","","1"
"AF164434   ","12","yes","","","1"
"AF164434   ","13","yes","","","1"
"AF164434   ","14","no","2016-02-29","As a newly established trust there is still work required to ensure a high quality internal control framework is in place. Significant progress is being made as the trust develops. Internal audits are being carried out shortly to support the trustees in focussing on areas for further development.","1"
"AF164434   ","15","no","2016-01-31","A draft business continuity plan has been prepared. Further development and testing is required to ensure the plan would be effective in the event of a critical incident.","1"
"AF164434   ","16","yes","","","1"
"AF164434   ","17","yes","","","1"
"AF164434   ","18","yes","","","1"
"AF164434   ","19","yes","","","1"
"AF164434   ","20","yes","","","1"
"AF164434   ","21","yes","","","1"
"AF164434   ","22","yes","","","1"
"AF164434   ","23","yes","","","1"
"AF164434   ","24","yes","","","1"
"AF164434   ","25","yes","","","1"
"AF164434   ","26","yes","","","1"
"AF164434   ","27","yes","","","1"
"AF164434   ","28","yes","","","1"
"AF164434   ","29","yes","","","1"
"AF164434   ","30","yes","","","1"
"AF164434   ","31","yes","","","1"
"AF164434   ","32","yes","","","1"
"AF154261   ","1","yes","","","1"
"AF154261   ","2","yes","","","1"
"AF154261   ","3","yes","","","1"
"AF154261   ","4","yes","","","1"
"AF154261   ","5","yes","","","1"
"AF154261   ","6","yes","","","1"
"AF154261   ","7","yes","","","1"
"AF154261   ","8","no","2015-11-26","Individual school level written schemes of delegation of financial powers are in place but at Trust level to be approved at Board meeting 26.11.15","1"
"AF154261   ","9","no","2015-11-26","To be approved at Board meeting 26.11.15","1"
"AF154261   ","10","na","","","1"
"AF154261   ","11","yes","","","1"
"AF154261   ","12","no","2015-11-26","The Board - and Accounting Officer and Finance Director -  are aware of the need to manage, control and track financial exposure, and ensure value for money when making investments. Actual policy to be approved at Board Meeting 26.11.15","1"
